type,is_call,strike,dte,int_rate,div_yld,underlying_spot,tgt,volume,openinterest
call,True,2605,24,0.019197500000000003,0.017069961450578736,2701.39,112.6,721,6596
call,True,2610,24,0.019197500000000003,0.017069961450578736,2701.39,108.35,504,5015
call,True,2615,24,0.019197500000000003,0.017069961450578736,2701.39,104.2,2,1692
call,True,2620,24,0.019197500000000003,0.017069961450578736,2701.39,100.0,4,4478
call,True,2625,24,0.019197500000000003,0.017069961450578736,2701.39,95.85,734,41152
call,True,2630,24,0.019197500000000003,0.017069961450578736,2701.39,91.8,950,11021
call,True,2635,24,0.019197500000000003,0.017069961450578736,2701.39,87.65,1605,12655
call,True,2640,24,0.019197500000000003,0.017069961450578736,2701.39,83.80000000000001,9,22072
call,True,2645,24,0.019197500000000003,0.017069961450578736,2701.39,79.85,0,14129
call,True,2650,24,0.019197500000000003,0.017069961450578736,2701.39,75.95,196,83921
call,True,2655,24,0.019197500000000003,0.017069961450578736,2701.39,71.94999999999999,5,18652
call,True,2660,24,0.019197500000000003,0.017069961450578736,2701.39,68.15,0,14512
call,True,2665,24,0.019197500000000003,0.017069961450578736,2701.39,64.55,5,16683
call,True,2670,24,0.019197500000000003,0.017069961450578736,2701.39,60.8,708,45665
call,True,2675,24,0.019197500000000003,0.017069961450578736,2701.39,56.849999999999994,343,44913
call,True,2680,24,0.019197500000000003,0.017069961450578736,2701.39,53.55,3,17237
call,True,2685,24,0.019197500000000003,0.017069961450578736,2701.39,50.150000000000006,4,31131
call,True,2690,24,0.019197500000000003,0.017069961450578736,2701.39,46.95,1,22505
call,True,2695,24,0.019197500000000003,0.017069961450578736,2701.39,43.8,478,18300
call,True,2700,24,0.019197500000000003,0.017069961450578736,2701.39,40.65,1727,102210
call,True,2705,24,0.019197500000000003,0.017069961450578736,2701.39,37.8,974,9785
call,True,2710,24,0.019197500000000003,0.017069961450578736,2701.39,35.0,353,14549
call,True,2715,24,0.019197500000000003,0.017069961450578736,2701.39,32.25,1215,9728
call,True,2720,24,0.019197500000000003,0.017069961450578736,2701.39,29.6,1183,14892
call,True,2725,24,0.019197500000000003,0.017069961450578736,2701.39,27.2,9426,45531
call,True,2730,24,0.019197500000000003,0.017069961450578736,2701.39,24.85,7366,17604
call,True,2735,24,0.019197500000000003,0.017069961450578736,2701.39,22.65,6021,13005
call,True,2740,24,0.019197500000000003,0.017069961450578736,2701.39,20.5,1915,21795
call,True,2745,24,0.019197500000000003,0.017069961450578736,2701.39,18.5,15916,22232
call,True,2750,24,0.019197500000000003,0.017069961450578736,2701.39,16.9,2971,66292
call,True,2755,24,0.019197500000000003,0.017069961450578736,2701.39,15.05,100,16441
call,True,2760,24,0.019197500000000003,0.017069961450578736,2701.39,13.55,59,15858
call,True,2765,24,0.019197500000000003,0.017069961450578736,2701.39,12.2,326,10587
call,True,2770,24,0.019197500000000003,0.017069961450578736,2701.39,10.850000000000001,329,28732
call,True,2775,24,0.019197500000000003,0.017069961450578736,2701.39,9.649999999999999,6354,36733
call,True,2780,24,0.019197500000000003,0.017069961450578736,2701.39,8.6,373,13300
call,True,2785,24,0.019197500000000003,0.017069961450578736,2701.39,7.6,16429,20841
call,True,2790,24,0.019197500000000003,0.017069961450578736,2701.39,6.75,194,12804
call,True,2795,24,0.019197500000000003,0.017069961450578736,2701.39,5.8,48,11387
call,True,2800,24,0.019197500000000003,0.017069961450578736,2701.39,5.3,12032,108399
call,True,2805,24,0.019197500000000003,0.017069961450578736,2701.39,4.6,260,28386
call,True,2810,24,0.019197500000000003,0.017069961450578736,2701.39,4.0,6065,21354
call,True,2815,24,0.019197500000000003,0.017069961450578736,2701.39,3.5,523,10848
call,True,2820,24,0.019197500000000003,0.017069961450578736,2701.39,3.125,1248,13011
call,True,2825,24,0.019197500000000003,0.017069961450578736,2701.39,2.725,3257,64158
call,True,2830,24,0.019197500000000003,0.017069961450578736,2701.39,2.375,1609,15803
call,True,2835,24,0.019197500000000003,0.017069961450578736,2701.39,2.125,143,16684
call,True,2840,24,0.019197500000000003,0.017069961450578736,2701.39,1.9,1019,18592
call,True,2845,24,0.019197500000000003,0.017069961450578736,2701.39,1.675,57,6543
call,True,2850,24,0.019197500000000003,0.017069961450578736,2701.39,1.5,2063,50866
call,True,2855,24,0.019197500000000003,0.017069961450578736,2701.39,1.3,109,11605
call,True,2860,24,0.019197500000000003,0.017069961450578736,2701.39,1.15,484,23328
call,True,2865,24,0.019197500000000003,0.017069961450578736,2701.39,1.025,46,10066
call,True,2870,24,0.019197500000000003,0.017069961450578736,2701.39,0.925,391,11139
call,True,2875,24,0.019197500000000003,0.017069961450578736,2701.39,0.825,288,24135
call,True,2880,24,0.019197500000000003,0.017069961450578736,2701.39,0.75,67,6747
call,True,2885,24,0.019197500000000003,0.017069961450578736,2701.39,0.675,62,2207
call,True,2890,24,0.019197500000000003,0.017069961450578736,2701.39,0.6,122,4560
call,True,2895,24,0.019197500000000003,0.017069961450578736,2701.39,0.55,11,485
call,True,2900,24,0.019197500000000003,0.017069961450578736,2701.39,0.525,182,33254
call,True,2905,24,0.019197500000000003,0.017069961450578736,2701.39,0.475,166,3895
call,True,2910,24,0.019197500000000003,0.017069961450578736,2701.39,0.35,123,4702
call,True,2915,24,0.019197500000000003,0.017069961450578736,2701.39,0.375,63,499
call,True,2920,24,0.019197500000000003,0.017069961450578736,2701.39,0.35,1,2510
call,True,2925,24,0.019197500000000003,0.017069961450578736,2701.39,0.35,235,12130
call,True,2930,24,0.019197500000000003,0.017069961450578736,2701.39,0.325,2,2445
call,True,2935,24,0.019197500000000003,0.017069961450578736,2701.39,0.375,0,4998
call,True,2940,24,0.019197500000000003,0.017069961450578736,2701.39,0.275,1,502
call,True,2945,24,0.019197500000000003,0.017069961450578736,2701.39,0.275,0,247
call,True,2950,24,0.019197500000000003,0.017069961450578736,2701.39,0.325,1641,21631
call,True,2955,24,0.019197500000000003,0.017069961450578736,2701.39,0.25,5,1363
call,True,2965,24,0.019197500000000003,0.017069961450578736,2701.39,0.19999999999999998,31,3294
call,True,2975,24,0.019197500000000003,0.017069961450578736,2701.39,0.19999999999999998,14,9954
call,True,2980,24,0.019197500000000003,0.017069961450578736,2701.39,0.19999999999999998,70,4798
call,True,2985,24,0.019197500000000003,0.017069961450578736,2701.39,0.19999999999999998,1,1203
call,True,2990,24,0.019197500000000003,0.017069961450578736,2701.39,0.19999999999999998,61,7942
call,True,2995,24,0.019197500000000003,0.017069961450578736,2701.39,0.19999999999999998,0,1482
call,True,3000,24,0.019197500000000003,0.017069961450578736,2701.39,0.175,31,48461
call,True,3005,24,0.019197500000000003,0.017069961450578736,2701.39,0.175,10,1238
call,True,3010,24,0.019197500000000003,0.017069961450578736,2701.39,0.175,0,4219
call,True,3015,24,0.019197500000000003,0.017069961450578736,2701.39,0.15,10,229
call,True,3020,24,0.019197500000000003,0.017069961450578736,2701.39,0.15,0,401
call,True,3025,24,0.019197500000000003,0.017069961450578736,2701.39,0.15,3,1159
call,True,3030,24,0.019197500000000003,0.017069961450578736,2701.39,0.15,0,363
call,True,3035,24,0.019197500000000003,0.017069961450578736,2701.39,0.125,5,303
call,True,3040,24,0.019197500000000003,0.017069961450578736,2701.39,0.125,1,7153
call,True,3045,24,0.019197500000000003,0.017069961450578736,2701.39,0.075,0,815
call,True,3050,24,0.019197500000000003,0.017069961450578736,2701.39,0.15,32,4214
call,True,3055,24,0.019197500000000003,0.017069961450578736,2701.39,0.1,0,121
call,True,3060,24,0.019197500000000003,0.017069961450578736,2701.39,0.1,0,613
call,True,3065,24,0.019197500000000003,0.017069961450578736,2701.39,0.1,0,382
call,True,3070,24,0.019197500000000003,0.017069961450578736,2701.39,0.1,0,7768
put,False,2380,24,0.019197500000000003,0.017069961450578736,2701.39,4.4,0,1299
put,False,2385,24,0.019197500000000003,0.017069961450578736,2701.39,4.55,0,405
put,False,2390,24,0.019197500000000003,0.017069961450578736,2701.39,4.65,1,1387
put,False,2395,24,0.019197500000000003,0.017069961450578736,2701.39,4.75,3,328
put,False,2400,24,0.019197500000000003,0.017069961450578736,2701.39,4.9,5376,75599
put,False,2405,24,0.019197500000000003,0.017069961450578736,2701.39,5.05,800,2402
put,False,2410,24,0.019197500000000003,0.017069961450578736,2701.39,5.2,10,1125
put,False,2415,24,0.019197500000000003,0.017069961450578736,2701.39,5.35,5,726
put,False,2420,24,0.019197500000000003,0.017069961450578736,2701.39,5.55,30,7323
put,False,2425,24,0.019197500000000003,0.017069961450578736,2701.39,5.7,4164,49683
put,False,2430,24,0.019197500000000003,0.017069961450578736,2701.39,5.9,61,6148
put,False,2435,24,0.019197500000000003,0.017069961450578736,2701.39,6.0,2,692
put,False,2440,24,0.019197500000000003,0.017069961450578736,2701.39,6.2,582,1370
put,False,2445,24,0.019197500000000003,0.017069961450578736,2701.39,6.35,6,1098
put,False,2450,24,0.019197500000000003,0.017069961450578736,2701.39,6.550000000000001,629,55621
put,False,2455,24,0.019197500000000003,0.017069961450578736,2701.39,6.75,2,335
put,False,2460,24,0.019197500000000003,0.017069961450578736,2701.39,6.949999999999999,598,8635
put,False,2465,24,0.019197500000000003,0.017069961450578736,2701.39,7.2,51,861
put,False,2470,24,0.019197500000000003,0.017069961450578736,2701.39,7.449999999999999,207,10605
put,False,2475,24,0.019197500000000003,0.017069961450578736,2701.39,7.65,1047,26249
put,False,2480,24,0.019197500000000003,0.017069961450578736,2701.39,7.95,62,764
put,False,2485,24,0.019197500000000003,0.017069961450578736,2701.39,8.2,57,2909
put,False,2490,24,0.019197500000000003,0.017069961450578736,2701.39,8.45,278,2088
put,False,2495,24,0.019197500000000003,0.017069961450578736,2701.39,8.75,1,405
put,False,2500,24,0.019197500000000003,0.017069961450578736,2701.39,9.0,3067,76174
put,False,2505,24,0.019197500000000003,0.017069961450578736,2701.39,9.35,2,3986
put,False,2510,24,0.019197500000000003,0.017069961450578736,2701.39,9.7,60,3876
put,False,2515,24,0.019197500000000003,0.017069961450578736,2701.39,10.0,16,3424
put,False,2520,24,0.019197500000000003,0.017069961450578736,2701.39,10.4,2022,3062
put,False,2525,24,0.019197500000000003,0.017069961450578736,2701.39,10.75,1150,21540
put,False,2530,24,0.019197500000000003,0.017069961450578736,2701.39,11.1,159,2565
put,False,2535,24,0.019197500000000003,0.017069961450578736,2701.39,11.5,79,1073
put,False,2540,24,0.019197500000000003,0.017069961450578736,2701.39,11.9,31,8379
put,False,2545,24,0.019197500000000003,0.017069961450578736,2701.39,12.3,13,8374
put,False,2550,24,0.019197500000000003,0.017069961450578736,2701.39,12.8,9725,54163
put,False,2555,24,0.019197500000000003,0.017069961450578736,2701.39,13.25,64,4359
put,False,2560,24,0.019197500000000003,0.017069961450578736,2701.39,13.75,161,10657
put,False,2565,24,0.019197500000000003,0.017069961450578736,2701.39,14.3,42,2546
put,False,2570,24,0.019197500000000003,0.017069961450578736,2701.39,14.8,116,6234
put,False,2575,24,0.019197500000000003,0.017069961450578736,2701.39,15.4,3164,37866
put,False,2580,24,0.019197500000000003,0.017069961450578736,2701.39,16.0,675,8102
put,False,2585,24,0.019197500000000003,0.017069961450578736,2701.39,16.55,109,5190
put,False,2590,24,0.019197500000000003,0.017069961450578736,2701.39,17.2,185,9950
put,False,2595,24,0.019197500000000003,0.017069961450578736,2701.39,17.85,533,4098
put,False,2600,24,0.019197500000000003,0.017069961450578736,2701.39,18.55,20390,90489
put,False,2605,24,0.019197500000000003,0.017069961450578736,2701.39,19.3,790,11984
put,False,2610,24,0.019197500000000003,0.017069961450578736,2701.39,20.05,1193,9873
put,False,2615,24,0.019197500000000003,0.017069961450578736,2701.39,20.9,12,2714
put,False,2620,24,0.019197500000000003,0.017069961450578736,2701.39,21.75,159,9496
put,False,2625,24,0.019197500000000003,0.017069961450578736,2701.39,22.6,2894,44932
put,False,2630,24,0.019197500000000003,0.017069961450578736,2701.39,23.6,1080,12335
put,False,2635,24,0.019197500000000003,0.017069961450578736,2701.39,24.549999999999997,1822,11675
put,False,2640,24,0.019197500000000003,0.017069961450578736,2701.39,25.6,358,24633
put,False,2645,24,0.019197500000000003,0.017069961450578736,2701.39,26.7,4440,14775
put,False,2650,24,0.019197500000000003,0.017069961450578736,2701.39,27.85,2909,96776
put,False,2655,24,0.019197500000000003,0.017069961450578736,2701.39,29.0,62,15036
put,False,2660,24,0.019197500000000003,0.017069961450578736,2701.39,30.25,352,18840
put,False,2665,24,0.019197500000000003,0.017069961450578736,2701.39,31.65,243,20037
put,False,2670,24,0.019197500000000003,0.017069961450578736,2701.39,32.95,1138,45059
put,False,2675,24,0.019197500000000003,0.017069961450578736,2701.39,34.5,772,52309
put,False,2680,24,0.019197500000000003,0.017069961450578736,2701.39,36.05,84,21373
put,False,2685,24,0.019197500000000003,0.017069961450578736,2701.39,37.7,13,32339
put,False,2690,24,0.019197500000000003,0.017069961450578736,2701.39,39.4,991,25656
put,False,2695,24,0.019197500000000003,0.017069961450578736,2701.39,41.2,32,16002
put,False,2700,24,0.019197500000000003,0.017069961450578736,2701.39,43.15,5455,99673
put,False,2705,24,0.019197500000000003,0.017069961450578736,2701.39,45.25,987,9042
put,False,2710,24,0.019197500000000003,0.017069961450578736,2701.39,47.349999999999994,12975,15178
put,False,2715,24,0.019197500000000003,0.017069961450578736,2701.39,49.650000000000006,1207,8953
put,False,2720,24,0.019197500000000003,0.017069961450578736,2701.39,52.05,1206,16369
put,False,2725,24,0.019197500000000003,0.017069961450578736,2701.39,55.55,11155,42619
put,False,2730,24,0.019197500000000003,0.017069961450578736,2701.39,58.25,7614,25211
put,False,2735,24,0.019197500000000003,0.017069961450578736,2701.39,60.95,7407,14912
put,False,2740,24,0.019197500000000003,0.017069961450578736,2701.39,63.95,4697,19297
put,False,2745,24,0.019197500000000003,0.017069961450578736,2701.39,66.95,2816,21049
put,False,2750,24,0.019197500000000003,0.017069961450578736,2701.39,70.15,2917,42011
put,False,2755,24,0.019197500000000003,0.017069961450578736,2701.39,73.44999999999999,5,12491
put,False,2760,24,0.019197500000000003,0.017069961450578736,2701.39,77.1,73,12911
put,False,2765,24,0.019197500000000003,0.017069961450578736,2701.39,80.7,156,9929
put,False,2770,24,0.019197500000000003,0.017069961450578736,2701.39,84.3,773,8311
put,False,2775,24,0.019197500000000003,0.017069961450578736,2701.39,88.3,877,30549
put,False,2780,24,0.019197500000000003,0.017069961450578736,2701.39,92.25,22,10682
put,False,2785,24,0.019197500000000003,0.017069961450578736,2701.39,96.30000000000001,0,14512
put,False,2790,24,0.019197500000000003,0.017069961450578736,2701.39,100.5,25,12066
put,False,2795,24,0.019197500000000003,0.017069961450578736,2701.39,104.6,0,10310
put,False,2800,24,0.019197500000000003,0.017069961450578736,2701.39,108.85,2283,94382
put,False,2805,24,0.019197500000000003,0.017069961450578736,2701.39,113.0,0,24407
put,False,2810,24,0.019197500000000003,0.017069961450578736,2701.39,117.65,3,8120
put,False,2815,24,0.019197500000000003,0.017069961450578736,2701.39,122.6,0,5726
put,False,2820,24,0.019197500000000003,0.017069961450578736,2701.39,127.15,0,8426
put,False,2825,24,0.019197500000000003,0.017069961450578736,2701.39,131.8,1189,27419
put,False,2830,24,0.019197500000000003,0.017069961450578736,2701.39,136.45,102,12592
put,False,2835,24,0.019197500000000003,0.017069961450578736,2701.39,141.14999999999998,437,12793
put,False,2840,24,0.019197500000000003,0.017069961450578736,2701.39,145.9,820,16978
put,False,2845,24,0.019197500000000003,0.017069961450578736,2701.39,150.64999999999998,0,4117
put,False,2850,24,0.019197500000000003,0.017069961450578736,2701.39,155.45,6,35131
put,False,2855,24,0.019197500000000003,0.017069961450578736,2701.39,160.3,0,7442
put,False,2860,24,0.019197500000000003,0.017069961450578736,2701.39,165.14999999999998,1,10769
put,False,2865,24,0.019197500000000003,0.017069961450578736,2701.39,170.0,0,10180
put,False,2870,24,0.019197500000000003,0.017069961450578736,2701.39,174.9,0,8037
put,False,2875,24,0.019197500000000003,0.017069961450578736,2701.39,179.8,0,1557
put,False,2880,24,0.019197500000000003,0.017069961450578736,2701.39,184.7,0,106
put,False,2885,24,0.019197500000000003,0.017069961450578736,2701.39,189.6,0,183
put,False,2890,24,0.019197500000000003,0.017069961450578736,2701.39,194.55,0,234
put,False,2895,24,0.019197500000000003,0.017069961450578736,2701.39,199.45,0,58
put,False,2900,24,0.019197500000000003,0.017069961450578736,2701.39,204.45,8,608
put,False,2905,24,0.019197500000000003,0.017069961450578736,2701.39,209.35,0,40
put,False,2910,24,0.019197500000000003,0.017069961450578736,2701.39,214.35,0,11
put,False,2915,24,0.019197500000000003,0.017069961450578736,2701.39,219.3,0,1
put,False,2920,24,0.019197500000000003,0.017069961450578736,2701.39,224.25,0,20
put,False,2925,24,0.019197500000000003,0.017069961450578736,2701.39,229.25,0,9
put,False,2930,24,0.019197500000000003,0.017069961450578736,2701.39,234.2,0,54
put,False,2935,24,0.019197500000000003,0.017069961450578736,2701.39,239.2,1,4
put,False,2940,24,0.019197500000000003,0.017069961450578736,2701.39,244.15,0,0
put,False,2945,24,0.019197500000000003,0.017069961450578736,2701.39,249.15,0,0
put,False,2950,24,0.019197500000000003,0.017069961450578736,2701.39,254.10000000000002,0,18
put,False,2955,24,0.019197500000000003,0.017069961450578736,2701.39,259.1,0,1
put,False,2965,24,0.019197500000000003,0.017069961450578736,2701.39,269.1,0,7
put,False,2975,24,0.019197500000000003,0.017069961450578736,2701.39,279.04999999999995,0,23
put,False,2980,24,0.019197500000000003,0.017069961450578736,2701.39,284.0,0,1
put,False,2985,24,0.019197500000000003,0.017069961450578736,2701.39,289.0,0,2
put,False,2990,24,0.019197500000000003,0.017069961450578736,2701.39,294.0,0,6
put,False,2995,24,0.019197500000000003,0.017069961450578736,2701.39,299.0,0,0
put,False,3000,24,0.019197500000000003,0.017069961450578736,2701.39,304.0,0,9924
put,False,3005,24,0.019197500000000003,0.017069961450578736,2701.39,309.0,0,0
put,False,3010,24,0.019197500000000003,0.017069961450578736,2701.39,314.0,0,3
put,False,3015,24,0.019197500000000003,0.017069961450578736,2701.39,318.95000000000005,0,3
put,False,3020,24,0.019197500000000003,0.017069961450578736,2701.39,323.9,0,1
put,False,3025,24,0.019197500000000003,0.017069961450578736,2701.39,328.9,0,23
put,False,3030,24,0.019197500000000003,0.017069961450578736,2701.39,333.9,0,0
put,False,3035,24,0.019197500000000003,0.017069961450578736,2701.39,338.9,0,4
put,False,3040,24,0.019197500000000003,0.017069961450578736,2701.39,343.9,0,0
put,False,3045,24,0.019197500000000003,0.017069961450578736,2701.39,348.9,0,0
put,False,3050,24,0.019197500000000003,0.017069961450578736,2701.39,353.9,0,12
put,False,3055,24,0.019197500000000003,0.017069961450578736,2701.39,359.1,0,0
put,False,3060,24,0.019197500000000003,0.017069961450578736,2701.39,364.1,0,0
put,False,3065,24,0.019197500000000003,0.017069961450578736,2701.39,369.1,0,0
put,False,3070,24,0.019197500000000003,0.017069961450578736,2701.39,374.1,0,0
call,True,2215,59,0.019197500000000003,0.017069961450578736,2701.39,492.75,0,0
call,True,2220,59,0.019197500000000003,0.017069961450578736,2701.39,487.85,0,0
call,True,2225,59,0.019197500000000003,0.017069961450578736,2701.39,483.0,0,1
call,True,2230,59,0.019197500000000003,0.017069961450578736,2701.39,478.20000000000005,0,0
call,True,2235,59,0.019197500000000003,0.017069961450578736,2701.39,473.29999999999995,0,0
call,True,2240,59,0.019197500000000003,0.017069961450578736,2701.39,468.5,0,0
call,True,2245,59,0.019197500000000003,0.017069961450578736,2701.39,463.65,0,0
call,True,2250,59,0.019197500000000003,0.017069961450578736,2701.39,458.85,0,0
call,True,2255,59,0.019197500000000003,0.017069961450578736,2701.39,454.0,0,0
call,True,2260,59,0.019197500000000003,0.017069961450578736,2701.39,449.35,0,0
call,True,2265,59,0.019197500000000003,0.017069961450578736,2701.39,444.35,0,0
call,True,2270,59,0.019197500000000003,0.017069961450578736,2701.39,439.55,0,0
call,True,2275,59,0.019197500000000003,0.017069961450578736,2701.39,434.7,0,0
call,True,2280,59,0.019197500000000003,0.017069961450578736,2701.39,429.9,0,0
call,True,2285,59,0.019197500000000003,0.017069961450578736,2701.39,425.1,0,0
call,True,2290,59,0.019197500000000003,0.017069961450578736,2701.39,420.45,0,0
call,True,2295,59,0.019197500000000003,0.017069961450578736,2701.39,415.65,0,0
call,True,2300,59,0.019197500000000003,0.017069961450578736,2701.39,410.85,1,23
call,True,2305,59,0.019197500000000003,0.017069961450578736,2701.39,405.95,0,0
call,True,2310,59,0.019197500000000003,0.017069961450578736,2701.39,401.29999999999995,0,4
call,True,2315,59,0.019197500000000003,0.017069961450578736,2701.39,396.5,0,0
call,True,2320,59,0.019197500000000003,0.017069961450578736,2701.39,391.6,0,0
call,True,2325,59,0.019197500000000003,0.017069961450578736,2701.39,386.95000000000005,0,32
call,True,2330,59,0.019197500000000003,0.017069961450578736,2701.39,382.04999999999995,0,0
call,True,2335,59,0.019197500000000003,0.017069961450578736,2701.39,377.4,0,0
call,True,2340,59,0.019197500000000003,0.017069961450578736,2701.39,372.54999999999995,0,2
call,True,2345,59,0.019197500000000003,0.017069961450578736,2701.39,367.9,0,0
call,True,2350,59,0.019197500000000003,0.017069961450578736,2701.39,363.15,3,111
call,True,2355,59,0.019197500000000003,0.017069961450578736,2701.39,358.45,0,0
call,True,2360,59,0.019197500000000003,0.017069961450578736,2701.39,353.6,0,2
call,True,2365,59,0.019197500000000003,0.017069961450578736,2701.39,348.85,0,0
call,True,2370,59,0.019197500000000003,0.017069961450578736,2701.39,344.1,0,0
call,True,2375,59,0.019197500000000003,0.017069961450578736,2701.39,339.4,0,22
call,True,2380,59,0.019197500000000003,0.017069961450578736,2701.39,334.85,0,0
call,True,2385,59,0.019197500000000003,0.017069961450578736,2701.39,330.15,0,0
call,True,2390,59,0.019197500000000003,0.017069961450578736,2701.39,325.45000000000005,0,0
call,True,2395,59,0.019197500000000003,0.017069961450578736,2701.39,320.65,0,0
call,True,2400,59,0.019197500000000003,0.017069961450578736,2701.39,316.1,0,46
call,True,2405,59,0.019197500000000003,0.017069961450578736,2701.39,311.29999999999995,0,0
call,True,2410,59,0.019197500000000003,0.017069961450578736,2701.39,306.75,0,0
call,True,2415,59,0.019197500000000003,0.017069961450578736,2701.39,302.0,0,0
call,True,2420,59,0.019197500000000003,0.017069961450578736,2701.39,297.3,0,1
call,True,2425,59,0.019197500000000003,0.017069961450578736,2701.39,292.8,8,9
call,True,2430,59,0.019197500000000003,0.017069961450578736,2701.39,288.15,0,0
call,True,2435,59,0.019197500000000003,0.017069961450578736,2701.39,283.55,0,0
call,True,2440,59,0.019197500000000003,0.017069961450578736,2701.39,278.79999999999995,0,1
call,True,2445,59,0.019197500000000003,0.017069961450578736,2701.39,274.25,0,0
call,True,2450,59,0.019197500000000003,0.017069961450578736,2701.39,269.75,0,39
call,True,2455,59,0.019197500000000003,0.017069961450578736,2701.39,265.04999999999995,0,0
call,True,2460,59,0.019197500000000003,0.017069961450578736,2701.39,260.5,0,30
call,True,2465,59,0.019197500000000003,0.017069961450578736,2701.39,255.89999999999998,0,1
call,True,2470,59,0.019197500000000003,0.017069961450578736,2701.39,251.5,0,1
call,True,2475,59,0.019197500000000003,0.017069961450578736,2701.39,246.95,8,9
call,True,2480,59,0.019197500000000003,0.017069961450578736,2701.39,242.45,0,5
call,True,2485,59,0.019197500000000003,0.017069961450578736,2701.39,237.89999999999998,0,0
call,True,2490,59,0.019197500000000003,0.017069961450578736,2701.39,233.35,0,36
call,True,2495,59,0.019197500000000003,0.017069961450578736,2701.39,228.8,0,0
call,True,2500,59,0.019197500000000003,0.017069961450578736,2701.39,224.3,0,152
call,True,2505,59,0.019197500000000003,0.017069961450578736,2701.39,220.0,0,0
call,True,2510,59,0.019197500000000003,0.017069961450578736,2701.39,215.45,5,17
call,True,2515,59,0.019197500000000003,0.017069961450578736,2701.39,211.0,0,0
call,True,2520,59,0.019197500000000003,0.017069961450578736,2701.39,206.6,0,0
call,True,2525,59,0.019197500000000003,0.017069961450578736,2701.39,202.14999999999998,0,48
